,High,Low,Open,Close,Volume,Adj Close
1936-06-19,156.53,156.53,156.53,156.53,0,156.53
1936-06-20,157.21,157.21,157.21,157.21,0,157.21
1936-06-22,159.13,159.13,159.13,159.13,0,159.13
1936-06-23,158.94,158.94,158.94,158.94,0,158.94
1936-06-24,160.66,160.66,160.66,160.66,0,160.66
1936-06-25,158.64,158.64,158.64,158.64,0,158.64
1936-06-26,158.21,158.21,158.21,158.21,0,158.21
1936-06-27,158.46,158.46,158.46,158.46,0,158.46
1936-06-29,158.01,158.01,158.01,158.01,0,158.01
1936-06-30,157.69,157.69,157.69,157.69,0,157.69
1936-07-01,158.38,158.38,158.38,158.38,0,158.38
1936-07-02,157.51,157.51,157.51,157.51,0,157.51
1936-07-03,158.11,158.11,158.11,158.11,0,158.11
1936-07-06,157.11,157.11,157.11,157.11,0,157.11
1936-07-07,155.6,155.6,155.6,155.6,0,155.6
1936-07-08,156.2,156.2,156.2,156.2,0,156.2
1936-07-09,157.71,157.71,157.71,157.71,0,157.71
1936-07-10,160.07,160.07,160.07,160.07,0,160.07
1936-07-11,160.72,160.72,160.72,160.72,0,160.72
1936-07-13,161.35,161.35,161.35,161.35,0,161.35
1936-07-14,162.8,162.8,162.8,162.8,0,162.8
1936-07-15,163.24,163.24,163.24,163.24,0,163.24
1936-07-16,163.64,163.64,163.64,163.64,0,163.64
1936-07-17,163.55,163.55,163.55,163.55,0,163.55
1936-07-18,164.42,164.42,164.42,164.42,0,164.42
1936-07-20,164.43,164.43,164.43,164.43,0,164.43
1936-07-21,165.23,165.23,165.23,165.23,0,165.23
1936-07-22,164.49,164.49,164.49,164.49,0,164.49
1936-07-23,164.61,164.61,164.61,164.61,0,164.61
1936-07-24,164.37,164.37,164.37,164.37,0,164.37
1936-07-25,165.56,165.56,165.56,165.56,0,165.56
1936-07-27,166.92,166.92,166.92,166.92,0,166.92
1936-07-28,167.01,167.01,167.01,167.01,0,167.01
1936-07-29,165.67,165.67,165.67,165.67,0,165.67
1936-07-30,165.98,165.98,165.98,165.98,0,165.98
1936-07-31,164.86,164.86,164.86,164.86,0,164.86
1936-08-01,165.42,165.42,165.42,165.42,0,165.42
1936-08-03,165.32,165.32,165.32,165.32,0,165.32
1936-08-04,165.41,165.41,165.41,165.41,0,165.41
1936-08-05,165.07,165.07,165.07,165.07,0,165.07
1936-08-06,165.71,165.71,165.71,165.71,0,165.71
1936-08-07,168.01,168.01,168.01,168.01,0,168.01
1936-08-08,169.1,169.1,169.1,169.1,0,169.1
1936-08-10,168.8,168.8,168.8,168.8,0,168.8
1936-08-11,167.86,167.86,167.86,167.86,0,167.86
1936-08-12,169.05,169.05,169.05,169.05,0,169.05
1936-08-13,167.64,167.64,167.64,167.64,0,167.64
1936-08-14,165.75,165.75,165.75,165.75,0,165.75
1936-08-15,165.86,165.86,165.86,165.86,0,165.86
1936-08-17,165.38,165.38,165.38,165.38,0,165.38
1936-08-18,165.42,165.42,165.42,165.42,0,165.42
1936-08-19,166.04,166.04,166.04,166.04,0,166.04
1936-08-20,165.59,165.59,165.59,165.59,0,165.59
1936-08-21,160.8,160.8,160.8,160.8,0,160.8
1936-08-22,162.14,162.14,162.14,162.14,0,162.14
1936-08-24,163.78,163.78,163.78,163.78,0,163.78
1936-08-25,164.34,164.34,164.34,164.34,0,164.34
1936-08-26,163.32,163.32,163.32,163.32,0,163.32
1936-08-27,166.77,166.77,166.77,166.77,0,166.77
1936-08-28,166.78,166.78,166.78,166.78,0,166.78
1936-08-29,166.91,166.91,166.91,166.91,0,166.91
1936-08-31,166.29,166.29,166.29,166.29,0,166.29
1936-09-01,166.35,166.35,166.35,166.35,0,166.35
1936-09-02,166.65,166.65,166.65,166.65,0,166.65
1936-09-03,166.24,166.24,166.24,166.24,0,166.24
1936-09-04,167.04,167.04,167.04,167.04,0,167.04
1936-09-05,167.8,167.8,167.8,167.8,0,167.8
1936-09-08,169.55,169.55,169.55,169.55,0,169.55
1936-09-09,168.5,168.5,168.5,168.5,0,168.5
1936-09-10,169.0,169.0,169.0,169.0,0,169.0
1936-09-11,168.59,168.59,168.59,168.59,0,168.59
1936-09-12,168.02,168.02,168.02,168.02,0,168.02
1936-09-14,166.86,166.86,166.86,166.86,0,166.86
1936-09-15,166.44,166.44,166.44,166.44,0,166.44
1936-09-16,165.16,165.16,165.16,165.16,0,165.16
1936-09-17,166.25,166.25,166.25,166.25,0,166.25
1936-09-18,167.76,167.76,167.76,167.76,0,167.76
1936-09-19,168.93,168.93,168.93,168.93,0,168.93
1936-09-21,168.9,168.9,168.9,168.9,0,168.9
1936-09-22,169.47,169.47,169.47,169.47,0,169.47
1936-09-23,169.01,169.01,169.01,169.01,0,169.01
1936-09-24,169.14,169.14,169.14,169.14,0,169.14
1936-09-25,166.36,166.36,166.36,166.36,0,166.36
1936-09-26,168.07,168.07,168.07,168.07,0,168.07
1936-09-28,168.79,168.79,168.79,168.79,0,168.79
1936-09-29,168.48,168.48,168.48,168.48,0,168.48
1936-09-30,167.82,167.82,167.82,167.82,0,167.82
1936-10-01,168.26,168.26,168.26,168.26,0,168.26
1936-10-02,170.76,170.76,170.76,170.76,0,170.76
1936-10-03,172.44,172.44,172.44,172.44,0,172.44
1936-10-05,172.81,172.81,172.81,172.81,0,172.81
1936-10-06,174.42,174.42,174.42,174.42,0,174.42
1936-10-07,174.59,174.59,174.59,174.59,0,174.59
1936-10-08,174.93,174.93,174.93,174.93,0,174.93
1936-10-09,175.19,175.19,175.19,175.19,0,175.19
1936-10-10,176.05,176.05,176.05,176.05,0,176.05
1936-10-13,176.29,176.29,176.29,176.29,0,176.29
1936-10-14,175.57,175.57,175.57,175.57,0,175.57
1936-10-15,175.22,175.22,175.22,175.22,0,175.22
1936-10-16,176.66,176.66,176.66,176.66,0,176.66
1936-10-17,177.63,177.63,177.63,177.63,0,177.63
1936-10-19,177.42,177.42,177.42,177.42,0,177.42
1936-10-20,176.78,176.78,176.78,176.78,0,176.78
1936-10-21,176.7,176.7,176.7,176.7,0,176.7
1936-10-22,174.9,174.9,174.9,174.9,0,174.9
1936-10-23,175.6,175.6,175.6,175.6,0,175.6
1936-10-24,175.91,175.91,175.91,175.91,0,175.91
1936-10-26,172.3,172.3,172.3,172.3,0,172.3
1936-10-27,174.36,174.36,174.36,174.36,0,174.36
1936-10-28,174.84,174.84,174.84,174.84,0,174.84
1936-10-29,176.31,176.31,176.31,176.31,0,176.31
1936-10-30,177.15,177.15,177.15,177.15,0,177.15
1936-10-31,177.19,177.19,177.19,177.19,0,177.19
1936-11-02,176.67,176.67,176.67,176.67,0,176.67
1936-11-04,180.66,180.66,180.66,180.66,0,180.66
1936-11-05,182.25,182.25,182.25,182.25,0,182.25
1936-11-06,181.6,181.6,181.6,181.6,0,181.6
1936-11-07,183.38,183.38,183.38,183.38,0,183.38
1936-11-09,183.65,183.65,183.65,183.65,0,183.65
1936-11-10,184.01,184.01,184.01,184.01,0,184.01
1936-11-12,183.15,183.15,183.15,183.15,0,183.15
1936-11-13,182.24,182.24,182.24,182.24,0,182.24
1936-11-14,181.45,181.45,181.45,181.45,0,181.45
1936-11-16,182.65,182.65,182.65,182.65,0,182.65
1936-11-17,184.9,184.9,184.9,184.9,0,184.9
1936-11-18,184.44,184.44,184.44,184.44,0,184.44
1936-11-19,182.21,182.21,182.21,182.21,0,182.21
1936-11-20,180.74,180.74,180.74,180.74,0,180.74
1936-11-21,182.01,182.01,182.01,182.01,0,182.01
1936-11-23,178.61,178.61,178.61,178.61,0,178.61
1936-11-24,181.11,181.11,181.11,181.11,0,181.11
1936-11-25,180.78,180.78,180.78,180.78,0,180.78
1936-11-27,182.81,182.81,182.81,182.81,0,182.81
1936-11-28,183.32,183.32,183.32,183.32,0,183.32
1936-11-30,183.22,183.22,183.22,183.22,0,183.22
1936-12-01,182.05,182.05,182.05,182.05,0,182.05
1936-12-02,180.25,180.25,180.25,180.25,0,180.25
1936-12-03,181.29,181.29,181.29,181.29,0,181.29
1936-12-04,180.97,180.97,180.97,180.97,0,180.97
1936-12-05,181.05,181.05,181.05,181.05,0,181.05
1936-12-07,180.13,180.13,180.13,180.13,0,180.13
1936-12-08,180.57,180.57,180.57,180.57,0,180.57
1936-12-09,181.16,181.16,181.16,181.16,0,181.16
1936-12-10,182.18,182.18,182.18,182.18,0,182.18
1936-12-11,181.1,181.1,181.1,181.1,0,181.1
1936-12-12,180.92,180.92,180.92,180.92,0,180.92
1936-12-14,181.87,181.87,181.87,181.87,0,181.87
1936-12-15,181.97,181.97,181.97,181.97,0,181.97
1936-12-16,181.58,181.58,181.58,181.58,0,181.58
1936-12-17,180.78,180.78,180.78,180.78,0,180.78
1936-12-18,179.42,179.42,179.42,179.42,0,179.42
1936-12-19,177.61,177.61,177.61,177.61,0,177.61
1936-12-21,175.85,175.85,175.85,175.85,0,175.85
1936-12-22,177.3,177.3,177.3,177.3,0,177.3
1936-12-23,178.36,178.36,178.36,178.36,0,178.36
1936-12-24,178.6,178.6,178.6,178.6,0,178.6
1936-12-28,177.12,177.12,177.12,177.12,0,177.12
1936-12-29,177.6,177.6,177.6,177.6,0,177.6
1936-12-30,180.57,180.57,180.57,180.57,0,180.57
1936-12-31,179.9,179.9,179.9,179.9,0,179.9
1937-01-02,178.52,178.52,178.52,178.52,0,178.52
1937-01-04,177.72,177.72,177.72,177.72,0,177.72
1937-01-05,179.07,179.07,179.07,179.07,0,179.07
1937-01-06,178.92,178.92,178.92,178.92,0,178.92
1937-01-07,181.77,181.77,181.77,181.77,0,181.77
1937-01-08,182.95,182.95,182.95,182.95,0,182.95
1937-01-09,182.75,182.75,182.75,182.75,0,182.75
1937-01-11,183.26,183.26,183.26,183.26,0,183.26
1937-01-12,183.3,183.3,183.3,183.3,0,183.3
1937-01-13,183.01,183.01,183.01,183.01,0,183.01
1937-01-14,183.71,183.71,183.71,183.71,0,183.71
1937-01-15,184.53,184.53,184.53,184.53,0,184.53
1937-01-16,185.73,185.73,185.73,185.73,0,185.73
1937-01-18,184.95,184.95,184.95,184.95,0,184.95
1937-01-19,184.02,184.02,184.02,184.02,0,184.02
1937-01-20,185.96,185.96,185.96,185.96,0,185.96
1937-01-21,186.9,186.9,186.9,186.9,0,186.9
1937-01-22,186.53,186.53,186.53,186.53,0,186.53
1937-01-23,186.69,186.69,186.69,186.69,0,186.69
1937-01-25,185.62,185.62,185.62,185.62,0,185.62
1937-01-26,183.19,183.19,183.19,183.19,0,183.19
1937-01-27,183.97,183.97,183.97,183.97,0,183.97
1937-01-28,183.41,183.41,183.41,183.41,0,183.41
1937-01-29,184.74,184.74,184.74,184.74,0,184.74
1937-01-30,185.74,185.74,185.74,185.74,0,185.74
1937-02-01,186.61,186.61,186.61,186.61,0,186.61
1937-02-02,188.2,188.2,188.2,188.2,0,188.2
1937-02-03,188.69,188.69,188.69,188.69,0,188.69
1937-02-04,188.39,188.39,188.39,188.39,0,188.39
1937-02-05,186.01,186.01,186.01,186.01,0,186.01
1937-02-06,187.11,187.11,187.11,187.11,0,187.11
1937-02-08,187.82,187.82,187.82,187.82,0,187.82
1937-02-09,187.68,187.68,187.68,187.68,0,187.68
1937-02-10,189.35,189.35,189.35,189.35,0,189.35
1937-02-11,190.29,190.29,190.29,190.29,0,190.29
1937-02-13,190.03,190.03,190.03,190.03,0,190.03
1937-02-15,188.39,188.39,188.39,188.39,0,188.39
1937-02-16,188.18,188.18,188.18,188.18,0,188.18
1937-02-17,187.98,187.98,187.98,187.98,0,187.98
1937-02-18,188.07,188.07,188.07,188.07,0,188.07
1937-02-19,189.37,189.37,189.37,189.37,0,189.37
1937-02-20,189.37,189.37,189.37,189.37,0,189.37
1937-02-23,186.5,186.5,186.5,186.5,0,186.5
1937-02-24,187.35,187.35,187.35,187.35,0,187.35
1937-02-25,186.68,186.68,186.68,186.68,0,186.68
1937-02-26,187.17,187.17,187.17,187.17,0,187.17
1937-02-27,187.3,187.3,187.3,187.3,0,187.3
1937-03-01,187.68,187.68,187.68,187.68,0,187.68
1937-03-02,189.91,189.91,189.91,189.91,0,189.91
1937-03-03,192.91,192.91,192.91,192.91,0,192.91
1937-03-04,191.63,191.63,191.63,191.63,0,191.63
1937-03-05,194.14,194.14,194.14,194.14,0,194.14
1937-03-06,194.15,194.15,194.15,194.15,0,194.15
1937-03-08,192.69,192.69,192.69,192.69,0,192.69
1937-03-09,193.29,193.29,193.29,193.29,0,193.29
1937-03-10,194.4,194.4,194.4,194.4,0,194.4
1937-03-11,192.22,192.22,192.22,192.22,0,192.22
1937-03-12,191.24,191.24,191.24,191.24,0,191.24
1937-03-13,190.58,190.58,190.58,190.58,0,190.58
1937-03-15,189.41,189.41,189.41,189.41,0,189.41
1937-03-16,189.95,189.95,189.95,189.95,0,189.95
1937-03-17,188.5,188.5,188.5,188.5,0,188.5
1937-03-18,184.73,184.73,184.73,184.73,0,184.73
1937-03-19,184.56,184.56,184.56,184.56,0,184.56
1937-03-20,184.04,184.04,184.04,184.04,0,184.04
1937-03-22,179.82,179.82,179.82,179.82,0,179.82
1937-03-23,181.87,181.87,181.87,181.87,0,181.87
1937-03-24,184.32,184.32,184.32,184.32,0,184.32
1937-03-25,184.08,184.08,184.08,184.08,0,184.08
1937-03-27,184.95,184.95,184.95,184.95,0,184.95
1937-03-29,184.09,184.09,184.09,184.09,0,184.09
1937-03-30,186.77,186.77,186.77,186.77,0,186.77
1937-03-31,186.41,186.41,186.41,186.41,0,186.41
1937-04-01,185.19,185.19,185.19,185.19,0,185.19
1937-04-02,182.75,182.75,182.75,182.75,0,182.75
1937-04-03,183.54,183.54,183.54,183.54,0,183.54
1937-04-05,184.19,184.19,184.19,184.19,0,184.19
1937-04-06,182.98,182.98,182.98,182.98,0,182.98
1937-04-07,178.07,178.07,178.07,178.07,0,178.07
1937-04-08,178.18,178.18,178.18,178.18,0,178.18
1937-04-09,178.94,178.94,178.94,178.94,0,178.94
1937-04-10,178.26,178.26,178.26,178.26,0,178.26
1937-04-12,179.74,179.74,179.74,179.74,0,179.74
1937-04-13,182.1,182.1,182.1,182.1,0,182.1
1937-04-14,181.93,181.93,181.93,181.93,0,181.93
1937-04-15,181.19,181.19,181.19,181.19,0,181.19
1937-04-16,180.75,180.75,180.75,180.75,0,180.75
1937-04-17,180.51,180.51,180.51,180.51,0,180.51
1937-04-19,180.82,180.82,180.82,180.82,0,180.82
1937-04-20,181.44,181.44,181.44,181.44,0,181.44
1937-04-21,183.6,183.6,183.6,183.6,0,183.6
1937-04-22,181.7,181.7,181.7,181.7,0,181.7
1937-04-23,178.54,178.54,178.54,178.54,0,178.54
1937-04-24,176.98,176.98,176.98,176.98,0,176.98
1937-04-26,171.97,171.97,171.97,171.97,0,171.97
1937-04-27,174.52,174.52,174.52,174.52,0,174.52
1937-04-28,170.13,170.13,170.13,170.13,0,170.13
1937-04-29,170.52,170.52,170.52,170.52,0,170.52
1937-04-30,174.27,174.27,174.27,174.27,0,174.27
1937-05-01,174.42,174.42,174.42,174.42,0,174.42
1937-05-03,174.59,174.59,174.59,174.59,0,174.59
1937-05-04,176.3,176.3,176.3,176.3,0,176.3
1937-05-05,174.67,174.67,174.67,174.67,0,174.67
1937-05-06,175.81,175.81,175.81,175.81,0,175.81
1937-05-07,175.89,175.89,175.89,175.89,0,175.89
1937-05-08,175.54,175.54,175.54,175.54,0,175.54
1937-05-10,173.04,173.04,173.04,173.04,0,173.04
1937-05-11,172.55,172.55,172.55,172.55,0,172.55
1937-05-12,172.24,172.24,172.24,172.24,0,172.24
1937-05-13,167.46,167.46,167.46,167.46,0,167.46
1937-05-14,169.15,169.15,169.15,169.15,0,169.15
1937-05-15,169.6,169.6,169.6,169.6,0,169.6
1937-05-17,167.84,167.84,167.84,167.84,0,167.84
1937-05-18,169.97,169.97,169.97,169.97,0,169.97
1937-05-19,169.75,169.75,169.75,169.75,0,169.75
1937-05-20,173.59,173.59,173.59,173.59,0,173.59
1937-05-21,173.83,173.83,173.83,173.83,0,173.83
1937-05-22,175.0,175.0,175.0,175.0,0,175.0
1937-05-24,175.59,175.59,175.59,175.59,0,175.59
1937-05-25,173.79,173.79,173.79,173.79,0,173.79
1937-05-26,173.7,173.7,173.7,173.7,0,173.7
1937-05-27,174.19,174.19,174.19,174.19,0,174.19
1937-05-28,174.71,174.71,174.71,174.71,0,174.71
1937-06-01,171.59,171.59,171.59,171.59,0,171.59
1937-06-02,172.63,172.63,172.63,172.63,0,172.63
1937-06-03,172.82,172.82,172.82,172.82,0,172.82
1937-06-04,175.14,175.14,175.14,175.14,0,175.14
1937-06-05,175.0,175.0,175.0,175.0,0,175.0
1937-06-07,173.88,173.88,173.88,173.88,0,173.88
1937-06-08,174.33,174.33,174.33,174.33,0,174.33
1937-06-09,173.47,173.47,173.47,173.47,0,173.47
1937-06-10,172.82,172.82,172.82,172.82,0,172.82
1937-06-11,170.77,170.77,170.77,170.77,0,170.77
1937-06-12,169.51,169.51,169.51,169.51,0,169.51
1937-06-14,165.51,165.51,165.51,165.51,0,165.51
1937-06-15,167.4,167.4,167.4,167.4,0,167.4
1937-06-16,165.86,165.86,165.86,165.86,0,165.86
1937-06-17,167.74,167.74,167.74,167.74,0,167.74
1937-06-18,168.79,168.79,168.79,168.79,0,168.79
1937-06-19,168.6,168.6,168.6,168.6,0,168.6
1937-06-21,167.98,167.98,167.98,167.98,0,167.98
1937-06-22,168.2,168.2,168.2,168.2,0,168.2
1937-06-23,169.01,169.01,169.01,169.01,0,169.01
1937-06-24,170.08,170.08,170.08,170.08,0,170.08
1937-06-25,169.59,169.59,169.59,169.59,0,169.59
1937-06-26,168.45,168.45,168.45,168.45,0,168.45
1937-06-28,166.71,166.71,166.71,166.71,0,166.71
1937-06-29,167.11,167.11,167.11,167.11,0,167.11
1937-06-30,169.32,169.32,169.32,169.32,0,169.32
1937-07-01,170.13,170.13,170.13,170.13,0,170.13
1937-07-02,172.22,172.22,172.22,172.22,0,172.22
1937-07-06,176.8,176.8,176.8,176.8,0,176.8
1937-07-07,177.74,177.74,177.74,177.74,0,177.74
1937-07-08,177.7,177.7,177.7,177.7,0,177.7
1937-07-09,177.4,177.4,177.4,177.4,0,177.4
1937-07-10,176.72,176.72,176.72,176.72,0,176.72
1937-07-12,178.7,178.7,178.7,178.7,0,178.7
1937-07-13,178.24,178.24,178.24,178.24,0,178.24
1937-07-14,178.57,178.57,178.57,178.57,0,178.57
1937-07-15,179.71,179.71,179.71,179.71,0,179.71
1937-07-16,179.53,179.53,179.53,179.53,0,179.53
1937-07-17,179.72,179.72,179.72,179.72,0,179.72
1937-07-19,182.06,182.06,182.06,182.06,0,182.06
1937-07-20,183.32,183.32,183.32,183.32,0,183.32
1937-07-21,182.35,182.35,182.35,182.35,0,182.35
1937-07-22,182.96,182.96,182.96,182.96,0,182.96
1937-07-23,183.78,183.78,183.78,183.78,0,183.78
1937-07-24,184.85,184.85,184.85,184.85,0,184.85
1937-07-26,184.42,184.42,184.42,184.42,0,184.42
1937-07-27,184.24,184.24,184.24,184.24,0,184.24
1937-07-28,182.57,182.57,182.57,182.57,0,182.57
1937-07-29,183.01,183.01,183.01,183.01,0,183.01
1937-07-30,184.01,184.01,184.01,184.01,0,184.01
1937-07-31,185.61,185.61,185.61,185.61,0,185.61
1937-08-02,186.91,186.91,186.91,186.91,0,186.91
1937-08-03,185.91,185.91,185.91,185.91,0,185.91
1937-08-04,186.8,186.8,186.8,186.8,0,186.8
1937-08-05,186.09,186.09,186.09,186.09,0,186.09
1937-08-06,185.43,185.43,185.43,185.43,0,185.43
1937-08-07,186.41,186.41,186.41,186.41,0,186.41
1937-08-09,186.75,186.75,186.75,186.75,0,186.75
1937-08-10,186.98,186.98,186.98,186.98,0,186.98
1937-08-11,186.72,186.72,186.72,186.72,0,186.72
1937-08-12,187.62,187.62,187.62,187.62,0,187.62
1937-08-13,189.29,189.29,189.29,189.29,0,189.29
1937-08-14,190.02,190.02,190.02,190.02,0,190.02
1937-08-16,189.34,189.34,189.34,189.34,0,189.34
1937-08-17,188.68,188.68,188.68,188.68,0,188.68
1937-08-18,187.39,187.39,187.39,187.39,0,187.39
1937-08-19,185.28,185.28,185.28,185.28,0,185.28
1937-08-20,182.95,182.95,182.95,182.95,0,182.95
1937-08-21,183.74,183.74,183.74,183.74,0,183.74
1937-08-23,181.88,181.88,181.88,181.88,0,181.88
1937-08-24,182.39,182.39,182.39,182.39,0,182.39
1937-08-25,181.7,181.7,181.7,181.7,0,181.7
1937-08-26,178.52,178.52,178.52,178.52,0,178.52
1937-08-27,175.91,175.91,175.91,175.91,0,175.91
1937-08-28,175.93,175.93,175.93,175.93,0,175.93
1937-08-30,177.88,177.88,177.88,177.88,0,177.88
1937-08-31,177.41,177.41,177.41,177.41,0,177.41
1937-09-01,173.08,173.08,173.08,173.08,0,173.08
1937-09-02,170.84,170.84,170.84,170.84,0,170.84
1937-09-03,172.17,172.17,172.17,172.17,0,172.17
1937-09-04,172.55,172.55,172.55,172.55,0,172.55
1937-09-07,164.39,164.39,164.39,164.39,0,164.39
1937-09-08,163.37,163.37,163.37,163.37,0,163.37
1937-09-09,166.36,166.36,166.36,166.36,0,166.36
1937-09-10,157.98,157.98,157.98,157.98,0,157.98
1937-09-11,159.96,159.96,159.96,159.96,0,159.96
1937-09-13,158.0,158.0,158.0,158.0,0,158.0
1937-09-14,162.9,162.9,162.9,162.9,0,162.9
1937-09-15,162.85,162.85,162.85,162.85,0,162.85
1937-09-16,164.75,164.75,164.75,164.75,0,164.75
1937-09-17,162.15,162.15,162.15,162.15,0,162.15
1937-09-18,157.83,157.83,157.83,157.83,0,157.83
1937-09-20,155.56,155.56,155.56,155.56,0,155.56
1937-09-21,156.56,156.56,156.56,156.56,0,156.56
1937-09-22,157.45,157.45,157.45,157.45,0,157.45
1937-09-23,153.98,153.98,153.98,153.98,0,153.98
1937-09-24,147.38,147.38,147.38,147.38,0,147.38
1937-09-25,147.47,147.47,147.47,147.47,0,147.47
1937-09-27,152.03,152.03,152.03,152.03,0,152.03
1937-09-28,153.16,153.16,153.16,153.16,0,153.16
1937-09-29,154.7,154.7,154.7,154.7,0,154.7
1937-09-30,154.57,154.57,154.57,154.57,0,154.57
1937-10-01,153.89,153.89,153.89,153.89,0,153.89
1937-10-02,154.08,154.08,154.08,154.08,0,154.08
1937-10-04,152.19,152.19,152.19,152.19,0,152.19
1937-10-05,144.08,144.08,144.08,144.08,0,144.08
1937-10-06,147.18,147.18,147.18,147.18,0,147.18
1937-10-07,146.59,146.59,146.59,146.59,0,146.59
1937-10-08,144.03,144.03,144.03,144.03,0,144.03
1937-10-09,143.93,143.93,143.93,143.93,0,143.93
1937-10-11,138.79,138.79,138.79,138.79,0,138.79
1937-10-13,138.2,138.2,138.2,138.2,0,138.2
1937-10-14,136.54,136.54,136.54,136.54,0,136.54
1937-10-15,135.48,135.48,135.48,135.48,0,135.48
1937-10-16,136.3,136.3,136.3,136.3,0,136.3
1937-10-18,125.73,125.73,125.73,125.73,0,125.73
1937-10-19,126.85,126.85,126.85,126.85,0,126.85
1937-10-20,134.56,134.56,134.56,134.56,0,134.56
1937-10-21,135.48,135.48,135.48,135.48,0,135.48
1937-10-22,132.26,132.26,132.26,132.26,0,132.26
1937-10-23,127.15,127.15,127.15,127.15,0,127.15
1937-10-25,134.43,134.43,134.43,134.43,0,134.43
1937-10-26,132.78,132.78,132.78,132.78,0,132.78
1937-10-27,132.26,132.26,132.26,132.26,0,132.26
1937-10-28,135.22,135.22,135.22,135.22,0,135.22
1937-10-29,138.48,138.48,138.48,138.48,0,138.48
1937-10-30,138.17,138.17,138.17,138.17,0,138.17
1937-11-01,135.94,135.94,135.94,135.94,0,135.94
1937-11-03,130.14,130.14,130.14,130.14,0,130.14
1937-11-04,128.84,128.84,128.84,128.84,0,128.84
1937-11-05,128.92,128.92,128.92,128.92,0,128.92
1937-11-06,125.25,125.25,125.25,125.25,0,125.25
1937-11-08,123.98,123.98,123.98,123.98,0,123.98
1937-11-09,126.16,126.16,126.16,126.16,0,126.16
1937-11-10,132.16,132.16,132.16,132.16,0,132.16
1937-11-12,133.09,133.09,133.09,133.09,0,133.09
1937-11-13,133.05,133.05,133.05,133.05,0,133.05
1937-11-15,129.22,129.22,129.22,129.22,0,129.22
1937-11-16,127.98,127.98,127.98,127.98,0,127.98
1937-11-17,127.54,127.54,127.54,127.54,0,127.54
1937-11-18,125.48,125.48,125.48,125.48,0,125.48
1937-11-19,118.13,118.13,118.13,118.13,0,118.13
1937-11-20,120.45,120.45,120.45,120.45,0,120.45
1937-11-22,114.19,114.19,114.19,114.19,0,114.19
1937-11-23,115.78,115.78,115.78,115.78,0,115.78
1937-11-24,113.64,113.64,113.64,113.64,0,113.64
1937-11-26,118.26,118.26,118.26,118.26,0,118.26
1937-11-27,123.71,123.71,123.71,123.71,0,123.71
1937-11-29,121.58,121.58,121.58,121.58,0,121.58
1937-11-30,123.48,123.48,123.48,123.48,0,123.48
1937-12-01,122.11,122.11,122.11,122.11,0,122.11
1937-12-02,125.14,125.14,125.14,125.14,0,125.14
1937-12-03,127.55,127.55,127.55,127.55,0,127.55
1937-12-04,127.79,127.79,127.79,127.79,0,127.79
1937-12-06,126.21,126.21,126.21,126.21,0,126.21
1937-12-07,128.31,128.31,128.31,128.31,0,128.31
1937-12-08,129.8,129.8,129.8,129.8,0,129.8
1937-12-09,128.15,128.15,128.15,128.15,0,128.15
1937-12-10,126.72,126.72,126.72,126.72,0,126.72
1937-12-11,126.83,126.83,126.83,126.83,0,126.83
1937-12-13,122.83,122.83,122.83,122.83,0,122.83
1937-12-14,123.5,123.5,123.5,123.5,0,123.5
1937-12-15,124.19,124.19,124.19,124.19,0,124.19
1937-12-16,125.75,125.75,125.75,125.75,0,125.75
1937-12-17,124.98,124.98,124.98,124.98,0,124.98
1937-12-18,126.63,126.63,126.63,126.63,0,126.63
1937-12-20,129.08,129.08,129.08,129.08,0,129.08
1937-12-21,129.98,129.98,129.98,129.98,0,129.98
1937-12-22,128.55,128.55,128.55,128.55,0,128.55
1937-12-23,127.63,127.63,127.63,127.63,0,127.63
1937-12-24,127.36,127.36,127.36,127.36,0,127.36
1937-12-27,123.45,123.45,123.45,123.45,0,123.45
1937-12-28,118.93,118.93,118.93,118.93,0,118.93
1937-12-29,120.15,120.15,120.15,120.15,0,120.15
1937-12-30,121.56,121.56,121.56,121.56,0,121.56
1937-12-31,120.85,120.85,120.85,120.85,0,120.85
1938-01-03,120.57,120.57,120.57,120.57,0,120.57
1938-01-04,124.61,124.61,124.61,124.61,0,124.61
1938-01-05,124.66,124.66,124.66,124.66,0,124.66
1938-01-06,128.97,128.97,128.97,128.97,0,128.97
1938-01-07,128.21,128.21,128.21,128.21,0,128.21
1938-01-08,130.84,130.84,130.84,130.84,0,130.84
1938-01-10,133.55,133.55,133.55,133.55,0,133.55
1938-01-11,134.35,134.35,134.35,134.35,0,134.35
1938-01-12,133.22,133.22,133.22,133.22,0,133.22
1938-01-13,131.6,131.6,131.6,131.6,0,131.6
1938-01-14,131.84,131.84,131.84,131.84,0,131.84
1938-01-15,134.31,134.31,134.31,134.31,0,134.31
1938-01-17,132.49,132.49,132.49,132.49,0,132.49
1938-01-18,131.53,131.53,131.53,131.53,0,131.53
1938-01-19,130.09,130.09,130.09,130.09,0,130.09
1938-01-20,132.33,132.33,132.33,132.33,0,132.33
1938-01-21,130.69,130.69,130.69,130.69,0,130.69
1938-01-22,130.0,130.0,130.0,130.0,0,130.0
1938-01-24,129.89,129.89,129.89,129.89,0,129.89
1938-01-25,128.33,128.33,128.33,128.33,0,128.33
1938-01-26,123.23,123.23,123.23,123.23,0,123.23
1938-01-27,121.57,121.57,121.57,121.57,0,121.57
1938-01-28,120.66,120.66,120.66,120.66,0,120.66
